date,USD_spread,KHR_spread,lambda_usd_R40,lambda_khr_R40,PD_usd_R30,PD_usd_R40,PD_usd_R50,PD_khr_R30,PD_khr_R40,PD_khr_R50
2020-10-01,5.74076116842938,6.654027885567863,0.09567935280715632,0.11090046475946438,0.07873805900818343,0.09124464078805761,0.10846913724211393,0.09067939045659912,0.10497216869398529,0.12460543051481365
2020-11-01,6.137255562002398,6.638344429479142,0.10228759270003997,0.11063907382465236,0.08394152541030153,0.09723011569709428,0.11551091984377304,0.09047563491965349,0.10473818595332607,0.12433080320019452
2020-12-01,5.8759851619703,4.812340753110645,0.09793308603283833,0.08020567921851075,0.0805160085701101,0.09329042674131016,0.11087700702933156,0.06643783527286551,0.07707349993769241,0.09176017886545662
2021-01-01,6.453897909208033,6.459186960952174,0.10756496515346721,0.10765311601586956,0.0880759232584557,0.10198181933319173,0.12109455499779198,0.08814482370727428,0.10206097692131444,0.12118752160818969
2021-02-01,6.4329310829503585,6.332561668055019,0.10721551804917265,0.10554269446758366,0.08780273729480459,0.10166795464399436,0.12072592055700537,0.08649384620700751,0.10016394599458511,0.1189591033084424
2021-03-01,5.590567767573745,5.37309695038309,0.09317612945956241,0.08955161583971817,0.07675925883361201,0.08896697359011907,0.10578706992583176,0.07388654279563889,0.08565893057579499,0.10188929521505463
2021-04-01,5.875715102750677,4.362173949691865,0.09792858504584462,0.07270289916153108,0.0805124612042789,0.0932863456441293,0.11087220469912984,0.06041479342749123,0.0701229437566766,0.08354606881473603
2021-05-01,5.7588601708404115,5.660160608376732,0.0959810028473402,0.09433601013961221,0.07897622710383845,0.09151872553776497,0.10879179522540583,0.07767667337491557,0.09002305061627247,0.10703082052539992
2021-06-01,5.547165844349103,6.232674855795042,0.09245276407248505,0.1038779142632507,0.07618664670910347,0.08830772542242327,0.10501052171898406,0.08518938404312593,0.0986646691077604,0.11719725670916714
2021-07-01,5.885823339161638,6.930772498881789,0.09809705565269396,0.11551287498136316,0.08064522872399593,0.09343908737710982,0.11105193680986014,0.09426728742457147,0.10909089827484397,0.1294372609815908
2021-08-01,5.7527054887523095,5.07152265657176,0.09587842481253848,0.08452537760952934,0.0788952434220026,0.09142553053417812,0.10868208640982169,0.06988804993480913,0.08105166563109001,0.09645598418593426
2021-09-01,5.502830349736691,6.44507278675667,0.09171383916227818,0.10741787977927783,0.07560135106247379,0.08763380433241819,0.10421657374639404,0.08796094684455003,0.10184972427867245,0.12093941234315919
2021-10-01,5.084400495411389,6.651980265078773,0.08474000825685649,0.11086633775131288,0.07005914607891894,0.08124887894218846,0.09668866810439125,0.09065279087454126,0.10494162355068637,0.1245695802636112
2021-11-01,5.434670212328042,6.607910185727257,0.09057783687213403,0.11013183642878761,0.07470081071349832,0.08659676531686644,0.10299460661271387,0.09008011056920717,0.10428396049182076,0.12379763435512159
2021-12-01,5.106253781634508,5.381349126065154,0.08510422969390846,0.0896891521010859,0.07034941881862822,0.08158344686369012,0.09708338826047225,0.07399571423121876,0.08578467698055514,0.10203751033010311
2022-01-01,5.757352304939075,5.98033884495686,0.09595587174898458,0.09967231408261433,0.07895638717098996,0.09149589411861414,0.10876491837088154,0.08188572365281377,0.0948660308994762,0.11273073709973602
