Date,KHR_Term_Deposits,KHR_Term_Loans,USD_Term_Deposits,USD_Term_Loans,spread_usd,spread_khr
2019-10-01,4.458312866542181,10.058507347537429,3.424108077774631,8.87568887743907,5.451580799664438,5.600194480995247
2019-11-01,5.252338533642884,10.126169281054352,3.642933257338845,9.28259574776205,5.6396624904232056,4.873830747411469
2019-12-01,4.103041588562205,9.128567179862657,3.441589240765431,8.722330091658941,5.28074085089351,5.025525591300451
2020-01-01,4.593770514753697,11.107385311740002,3.6977941065791784,9.551750687207551,5.853956580628373,6.513614796986305
2020-02-01,4.7147095392765905,11.021939717993298,3.527984663097117,9.60382184012138,6.075837177024264,6.307230178716708
2020-03-01,5.4733583149710645,10.860079681455789,3.3456108330173193,9.40783553397002,6.062224700952701,5.386721366484724
2020-04-01,4.906801256531429,10.386546801543671,3.281657714721601,8.780692108121228,5.499034393399627,5.479745545012243
2020-05-01,4.421368149556796,11.721509207410268,3.3255396666020287,9.42660204222571,6.101062375623681,7.300141057853472
2020-06-01,5.046779717294355,10.30945940557072,3.343414999137161,9.221770010199,5.8783550110618386,5.262679688276365
2020-07-01,4.217191647363648,11.528612063674556,3.3513173451077267,9.266531373611182,5.9152140285034545,7.311420416310908
2020-08-01,4.1667996303478585,11.578556662299428,3.4700957650943507,9.27332139251202,5.803225627417669,7.41175703195157
2020-09-01,4.678179121776279,11.04960965263739,3.2074229707288864,8.370022930125538,5.162599959396651,6.371430530861111
2020-10-01,4.014186568151298,10.66821445371916,2.95065667916224,8.69141784759162,5.74076116842938,6.654027885567863
2020-11-01,4.161170570961058,10.7995150004402,3.306321624143696,9.443577186146094,6.137255562002398,6.638344429479142
2020-12-01,5.337125041736384,10.149465794847028,3.2375377112142973,9.113522873184598,5.8759851619703,4.812340753110645
2021-01-01,5.0356527660988135,11.494839727050987,3.0623159036721987,9.516213812880231,6.453897909208033,6.459186960952174
2021-02-01,5.12601960599396,11.45858127404898,3.226799349620763,9.659730432571122,6.4329310829503585,6.332561668055019
2021-03-01,5.4006560316932966,10.773752982076386,3.3095312610610113,8.900099028634756,5.590567767573745,5.37309695038309
2021-04-01,5.592479069250409,9.954653018942274,3.2680927933827486,9.143807896133426,5.875715102750677,4.362173949691865
2021-05-01,5.160498699226873,10.820659307603606,3.3623689561677397,9.121229127008151,5.7588601708404115,5.660160608376732
2021-06-01,4.465563938720774,10.698238794515817,3.534361878247089,9.081527722596192,5.547165844349103,6.232674855795042
2021-07-01,4.106362827994526,11.037135326876315,3.4443789942145133,9.330202333376151,5.885823339161638,6.930772498881789
